"","accuracy","p","precision","recall","estMisclassSize","estNval","estCorrClassSize","waic","iterIndex","simMethod","estMethod","trueNval","trueMisclassIncrease","biasBeta01","biasBeta11","biasBeta12","biasGamma011","biasGamma021","biasGamma012","biasGamma022","biasGamma111","biasGamma121","biasGamma112","biasGamma122"
"1",0.791146666666667,0.498793928001712,0.676653333333333,0.90564,5,10,5,2357.28,1,"full","main",0,0,-0.509274494402273,0.854974678034512,-0.25247494505669,-2.01288466003961,-0.994131105806165,-0.498178885759436,-0.988937325467006,-3.01631416060723,1.0050311131211,0.992994344372113,-1.00823923191572
"2",0.736573333333333,0.501494799869896,0.735522222222222,0.73815,6,10,4,2443.45,2,"full","main",0,0,0.124875981726459,-0.0749403285026458,0.0487602243298055,-2.01293246902112,-1.00700752427036,-0.504596671306279,-1.00753489247494,-2.99663038427512,1.01234552437108,1.00552663937891,-1.0123740994415
"3",0.81224,0.497912587420503,0.87295,0.771766666666667,4,10,6,2490.27,3,"full","main",0,0,0.089574682688447,-0.553025719195399,0.422822876332481,-2.0027821185809,-1.00091898318941,-0.503596552526,-1.00243038583566,-3.00201753770777,1.00674352112478,0.991774658640751,-1.00297475567589
"4",0.85106,0.503769570128713,0.869755555555556,0.823016666666667,6,10,4,2378.69,4,"full","main",0,0,-0.0652683422053739,0.497532919550193,-0.231232134496804,-2.00396436509867,-1.00936329014095,-0.505001565650589,-0.994517318651484,-3.01076579275592,0.99562094721168,0.997297082257367,-1.00883496687915
"5",0.8461,0.497776123074163,0.700493333333333,0.991706666666667,5,10,5,2474.32,5,"full","main",0,0,-0.0792279492184687,-0.358938955674359,0.131234833730252,-2.00036394479859,-0.998474081784384,-0.50381291222739,-0.995497823121592,-2.9956581529355,0.997329673776802,0.995236334676313,-0.999426963326281
"6",0.8724,0.498100566816252,0.958766666666667,0.850808333333333,2,10,8,2451.88,6,"full","main",0,0,0.180006758483715,-0.0494499308693803,-0.0111402468312036,-1.99218309415217,-1.00483734941067,-0.490180475780447,-0.994444714986817,-3.00143612635924,1.00385319636082,1.00209754919088,-0.986506613907478
"7",0.832906666666667,0.50226329958518,0.7487,0.889044444444444,4,10,6,2393.7,7,"full","main",0,0,-0.0684354554389615,0.165032919635575,-0.107353022300102,-2.00184743472429,-1.00685129269603,-0.518588665391308,-1.01408241106361,-2.99473465176214,1.00475550014266,0.997018546654457,-0.9982744557649
"8",0.8283,0.498910454903434,0.772633333333333,0.842216666666667,2,10,8,2422.38,8,"full","main",0,0,-0.0352093629142001,-0.246958282828367,0.131983425694449,-1.99551334240103,-0.998182043963489,-0.501718029874347,-1.00371418511141,-2.99644376377195,1.00525991903166,1.00447897790308,-1.01091399386619
"9",0.853026666666667,0.499867705276251,0.764333333333333,0.986066666666667,6,10,4,2405.38,9,"full","main",0,0,0.085644804637395,-0.106598838489166,0.174353833161848,-2.01525692834249,-1.00371542261623,-0.500227869062893,-1.00461644408189,-3.00207991675803,0.995597922028615,1.00298791899666,-1.00023569388243
"10",0.908333333333333,0.49933573301419,0.8282,0.988466666666667,5,10,5,2443.9,10,"full","main",0,0,0.188340573223038,-0.226818193976654,0.15109442347048,-1.99835659411065,-0.982971303277066,-0.496134410671504,-0.994417245796693,-2.99012113220635,0.991028097816892,0.985296283641829,-0.989721768217183
"11",0.832486666666667,0.496664563121352,0.846226666666667,0.818746666666667,5,10,5,2406.98,11,"full","main",0,0,0.0776481807368976,-0.139264383730739,0.119587698663771,-2.00300212057938,-1.01402790693363,-0.503313537017605,-1.00040355030918,-2.99962414510909,0.997210806973292,1.00502352686491,-1.0001830350743
"12",0.821686666666667,0.49700864086682,0.646933333333333,0.896580952380952,3,10,7,2348.32,12,"full","main",0,0,0.0141489381796809,0.267504881687191,-0.161935570192191,-2.00715836727037,-0.997980948384352,-0.502786446893424,-1.00136456969579,-3.00295690866163,0.992088348243524,1.00420758285165,-0.996399131330608
"13",0.873793333333333,0.494435977849395,0.805511111111111,0.976216666666667,6,10,4,2386.46,13,"full","main",0,0,0.0627494165090385,0.263350153267534,-0.185650572765817,-2.01086679728522,-1.00059697087639,-0.503995023073719,-1.0074658116586,-2.99658870865105,1.00693481464637,1.00246117755934,-1.00753533861402
"14",0.74642,0.499479290857057,0.61712,0.87572,5,10,5,2381.32,14,"full","main",0,0,-0.00163350104531013,0.169458481348819,-0.147876934722407,-1.99860139958336,-0.996386456833699,-0.505872164666435,-0.992018283719757,-2.99996621553651,1.00729489158144,1.00555218449195,-0.997381693226984
