"","accuracy","p","precision","recall","estMisclassSize","estNval","estCorrClassSize","waic","iterIndex","simMethod","estMethod","trueNval","trueMisclassIncrease","biasBeta01","biasBeta11","biasBeta12","biasGamma011","biasGamma021","biasGamma012","biasGamma022","biasGamma111","biasGamma121","biasGamma112","biasGamma122"
"1",0.852293333333333,0.500956292734171,0.802206060606061,0.866420512820513,11,50,39,1782.62,1,"full","main",0,2,-0.480569439976741,0.993060315593451,-0.340365981896884,-4.00982201343031,-1.00864401268201,-0.500549609691575,-2.99737159018157,-3.00379825370516,0.999931777547756,0.997131858213154,-0.995046336650794
"2",0.890902666666667,0.499499530170392,0.821647619047619,0.902176744186047,7,50,43,1940.61,2,"full","main",0,2,0.126488492584496,-0.0865214626335065,0.0474129351069319,-4.01498759565755,-1.00304158313695,-0.495678515015775,-3.00643536663876,-2.98858188118594,1.00483683709892,1.00690100545218,-1.00818692103324
"3",0.834322666666667,0.494127517594459,0.7716,0.850003333333333,10,50,40,1949.05,3,"full","main",0,2,0.0846199164395786,-0.491187553682358,0.428568998332332,-3.99822694061424,-0.999348935141914,-0.520711327237906,-2.99074133285777,-2.99315326238109,0.998665173577306,0.995767948903109,-0.998309552987297
"4",0.8944,0.497457285767219,0.848684848484848,0.907294017094017,11,50,39,1777.14,4,"full","main",0,2,-0.121015706285101,0.543110075472791,-0.271253845889035,-4.00997259140258,-0.993161230359744,-0.503934499044552,-3.00597523116065,-2.99984554034827,0.998437306906796,0.995714514062917,-0.993646990042614
"5",0.910922666666667,0.502642835194633,0.874281481481481,0.918965853658537,9,50,41,1957.41,5,"full","main",0,2,-0.0578145156087533,-0.414613423837479,0.151997884548404,-4.00353763172174,-1.00325293242346,-0.501620753386419,-2.99956052437759,-2.99348268697701,1.00790194200966,0.996481753567226,-0.984541896573366
"6",0.910745333333333,0.503544874040736,0.828444444444444,0.928811382113821,9,50,41,1933.95,6,"full","main",0,2,0.173210354545377,-0.05365462366079,0.00737829901087661,-3.99985499264407,-1.0038462311884,-0.491122045993681,-3.00447927367052,-3.00000974813884,0.993074363224259,1.01279282301698,-1.00233545665969
"7",0.914502666666667,0.500151532814776,0.831486666666667,0.935256666666667,10,50,40,1792.24,7,"full","main",0,2,-0.065620193651396,0.0885425424761701,-0.0972629133828402,-3.99332195985834,-0.98994799082488,-0.500424386288047,-3.0141415485021,-3.00428201491361,1.00008466786124,0.993702861413823,-1.00844038880689
"8",0.824052,0.504994807492957,0.533766666666667,0.879344444444444,8,50,42,1861.81,8,"full","main",0,2,-0.059283127426925,-0.125664151267582,0.065497599703114,-4.00273761173111,-0.996863880750806,-0.512886371918646,-3.00221017811048,-3.01769991744685,1.00754007793041,0.985776129688392,-0.990413303540923
"9",0.885356,0.50222089156763,0.831824242424242,0.900454700854701,11,50,39,1848.33,9,"full","main",0,2,0.0992989137199393,-0.0991071604093956,0.149467790098093,-4.01578465218455,-0.997884556713506,-0.50425209514041,-2.99951138931066,-3.00469129769177,1.00200659991041,1.0127615385662,-0.995954159490906
"10",0.840917333333333,0.496663050182071,0.674057142857143,0.868080620155039,7,50,43,1877.89,10,"full","main",0,2,0.179383851173292,-0.191794289436434,0.151692295190642,-4.00116844438071,-0.995381334335323,-0.503602521100777,-3.00511330264247,-3.00476342200619,1.00029876911749,1.00625685908652,-1.00203770397903
