"","accuracy","p","precision","recall","estMisclassSize","estNval","estCorrClassSize","waic","iterIndex","simMethod","estMethod","trueNval","trueMisclassIncrease","biasBeta01","biasBeta11","biasBeta12","biasGamma011","biasGamma021","biasGamma012","biasGamma022","biasGamma111","biasGamma121","biasGamma112","biasGamma122"
"1",0.992806666666667,0.498479317179757,NA,0.992806666666667,0,10,10,669.08,1,"full","main",0,6,-0.498461022413323,0.857241483913767,-0.247298066411823,-8.01276835900201,-0.995840559147542,-0.505618401784005,-7.00207096307308,-2.98262686436299,0.992593833237972,1.00561899399315,-0.999650513616251
"2",0.96818,0.49889288910556,NA,0.96818,0,10,10,873.37,2,"full","main",0,6,0.108131754118764,-0.0671820570806783,0.0313706228199355,-8.00303759913515,-1.01003091660668,-0.502999205476998,-7.00801058731648,-3.00255010973159,0.99567247549122,0.99400926626256,-0.996818488938968
"3",0.992466666666667,0.499140209839353,NA,0.992466666666667,0,10,10,846.68,3,"full","main",0,6,0.0970429644604581,-0.547686282066012,0.424735701186165,-8.01233768390632,-0.998664173949134,-0.489286888832929,-6.99938631443759,-2.99404991447068,1.00010400734918,1.00540448921881,-0.997677052548531
"4",0.984413333333333,0.49819346966017,NA,0.984413333333333,0,10,10,749.06,4,"full","main",0,6,-0.0760621697880994,0.466991671978718,-0.232355403728426,-7.98788906345019,-0.997818320209218,-0.499888521016274,-7.00007062234214,-3.00965532486206,0.998277523767134,1.00259738362317,-1.00158594591619
"5",0.99062,0.497691700129925,NA,0.99062,0,10,10,823.19,5,"full","main",0,6,-0.0902702727742728,-0.347750502407356,0.127304042861737,-7.99766807052692,-1.00121196176438,-0.492667011666475,-6.99795473945657,-3.00417638899891,0.999218671583175,1.00288448804323,-1.01332130966432
"6",0.99428,0.499116180372952,NA,0.99428,0,10,10,864.93,6,"full","main",0,6,0.195229508655541,-0.0576983861564218,-0.00238109012982068,-8.00660779937762,-0.991696864358352,-0.502398604519431,-6.9989916702688,-3.01087136350013,1.00499840147032,1.011493732599,-1.01337836823683
"7",0.914433333333333,0.497838134118837,0.219933333333333,0.9916,1,10,9,835.84,7,"full","main",0,6,-0.0751497822765868,0.158781830429219,-0.112663119506996,-8.00683443256322,-1.0050075963168,-0.499473862409422,-7.00588616532126,-2.99902335852423,1.00109141596311,1.00230389663468,-1.00605394334056
"8",0.985253333333333,0.498639242227158,NA,0.985253333333333,0,10,10,821.93,8,"full","main",0,6,-0.0223301818009298,-0.267900889022959,0.151042632330992,-7.99031466680341,-0.993671879528457,-0.50680107966982,-6.99455046162578,-2.9977420732978,0.994939477171807,0.992159472425933,-1.00869693815562
"9",0.972026666666667,0.494902177776924,NA,0.972026666666667,0,10,10,811.89,9,"full","main",0,6,0.0823913440288928,-0.1276804564492,0.180344671439544,-8.00218837905791,-1.00422915889022,-0.492815641503393,-6.99931830308681,-3.00231409170275,0.9863273935682,1.00665128363163,-1.00901102170295
"10",0.915706666666667,0.497939915986483,0.1774,0.997740740740741,1,10,9,812.38,10,"full","main",0,6,0.179309609079524,-0.242473020657512,0.154081323865308,-8.00534068308807,-0.989979377456289,-0.501499603599965,-6.99499531675395,-2.99219058461812,1.00706381415032,0.992731138415507,-1.00213956111235
