"","month","Danaus gilipus","Danaus plexippus","Limenitis archippus","truth","Reported Species","max_species","longitude","latitude"
"83",1,0.0039040753586179,0.996072285343146,2.36392982357508e-05,2,2,2,-116.3815938912,33.7297061686
"84",1,0.000335614889647716,0.999341580348486,0.000322804761866362,2,2,2,-87.3710292108,30.318129649
"85",1,0.000342006789729713,0.999607353713034,5.06394972361429e-05,2,2,2,-80.7759766667,32.2437333333
"86",1,0.00157677177565884,0.9984168174938,6.41073054127479e-06,2,2,2,-4.4291070197,36.729983124
"87",1,3.01153551494471e-05,0.986607477146695,0.013362407498155,2,2,2,-81.52851167,41.26273667
"88",1,0.0020977862795623,0.996232744485295,0.00166946923514229,2,2,2,-119.2770908295,34.4501847823
"89",1,0.00115291300327665,0.998818882338498,2.82046582257347e-05,2,2,2,-118.40547167,33.89468
"90",1,0.000778270926273085,0.99785091854579,0.00137081052793683,2,2,2,-118.40550333,33.89471167
"91",1,0.000282607443350761,0.997452787682022,0.00226460487462751,2,2,2,-86.5535235481,30.4530843052
"92",1,0.000374276839872268,0.986998458548169,0.0126272646119589,2,2,2,-84.2837514531,30.4539787755
"93",1,0.000460259755754388,0.997709710409494,0.00183002983475181,2,2,2,-84.283945,30.454055
"94",1,0.000359843913038789,0.997265211948347,0.00237494413861399,2,2,2,-121.8946761,36.6002378
"95",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.2651296807,37.8827110705
"96",1,0.0013270263395319,0.997305756813696,0.00136721684677207,2,2,2,-118.44111876,34.0662673
"97",1,0.0816686988430199,0.918170164152753,0.000161137004227118,2,2,2,-110.981738,32.339088
"98",1,0.000744869287640525,0.997864035745508,0.00139109496685181,2,2,2,-117.9227409884,33.8130291571
"99",1,0.00407652909654839,0.995896572834591,2.68980688600795e-05,2,2,2,-117.407502,33.977037
"100",1,0.000451624261197768,0.997695950494719,0.00185242524408303,2,2,2,-84.3650485,30.4557845
"101",1,0.000343346230622839,0.997318951392406,0.00233770237697166,2,2,2,-122.0270729,36.9548594
"102",1,0.00054683640345921,0.999202936173666,0.000250227422875078,2,2,2,-84.1484542045,30.1259140606
"103",1,0.000979049636790313,0.997610983621061,0.00140996674214913,2,2,2,-117.1436,32.713875
"104",1,0.000418497456400188,0.999245696431109,0.000335806112490499,2,2,2,-122.06172217,36.95695
"105",1,0.000411706223273992,0.999183579886413,0.00040471389031294,2,2,2,-122.2795116667,37.8761866667
"106",1,0.00169889055457606,0.998140550007319,0.000160559438105293,2,2,2,-116.2007771191,33.7166937652
"107",1,0.000414525698837642,0.999539253665313,4.6220635849143e-05,2,2,2,-87.6421750917,30.2631834753
"108",1,0.00110347222011794,0.998867904737382,2.86230424998996e-05,2,2,2,-117.9885895828,33.6717185479
"109",1,0.00116782041417373,0.998825965638961,6.2139468653108e-06,2,2,2,-97.72982,30.30345333
"110",1,0.000321107725184737,0.997488486898779,0.00219040537603601,2,2,2,-95.19730333,30.07047217
"111",1,0.000609422418135952,0.999382256940869,8.32064099553879e-06,2,2,2,-122.26902833,37.88714667
"112",1,0.00115291300327665,0.998818882338498,2.82046582257347e-05,2,2,2,-118.38614667,33.87220833
"113",1,0.00115291300327665,0.998818882338498,2.82046582257347e-05,2,2,2,-118.38711667,33.98305833
"114",1,0.000610899500896497,0.997800302799577,0.00158879769952636,2,2,2,-117.1884793889,32.7835298889
"115",1,0.000921872050037002,0.998866124831254,0.000212003118708569,2,2,2,-117.0634161024,32.6292595774
"116",1,0.000222423292792443,0.999355806094884,0.000421770612323091,2,2,2,-122.3844366157,37.916718924
"117",1,0.00165542350676493,0.998129897331154,0.000214679162080854,2,2,2,-118.8832783333,34.1918
"118",1,0.000687972844247137,0.999054628476184,0.000257398679568544,2,2,2,-120.6313858032,35.1310005188
"119",1,0.000979049636790313,0.997610983621061,0.00140996674214913,2,2,2,-117.0597352087,32.7516180112
"120",1,0.000795749713357633,0.997657201721416,0.00154704856522648,2,2,2,-119.2291445807,34.2765432124
"121",1,0.0012379752768116,0.998730670022805,3.1354700383669e-05,2,2,2,-117.3172497456,33.1226309809
"122",1,0.00084205728863105,0.997811872797229,0.00134606991413949,2,2,2,-118.01198612,33.842545
"123",1,0.00050098142059776,0.999440979416737,5.80391626650592e-05,2,2,2,-122.2845777778,37.843125
"124",1,0.00050098142059776,0.999440979416737,5.80391626650592e-05,2,2,2,-122.2845777778,37.843125
"125",1,0.00050098142059776,0.999440979416737,5.80391626650592e-05,2,2,2,-122.284675,37.8430833333
"126",1,0.000411706223273992,0.999183579886413,0.00040471389031294,2,2,2,-122.2847444444,37.8431472222
"127",1,0.00050098142059776,0.999440979416737,5.80391626650592e-05,2,2,2,-122.2847222222,37.8431638889
"128",1,0.00050098142059776,0.999440979416737,5.80391626650592e-05,2,2,2,-122.2847527778,37.8431666667
"129",1,0.00061878132663613,0.997904482237994,0.00147673643537006,2,2,2,-118.10426383,33.742445
"130",1,0.000279471535832541,0.999658981324809,6.1547139358116e-05,2,2,2,-122.2451459346,37.810504988
"131",1,0.00161579363012803,0.998188013784791,0.000196192585080839,2,2,2,-118.3471901716,34.0934479377
"132",1,0.00143612856055227,0.998559879684813,3.99175463478442e-06,2,2,2,-118.215320347,33.9227922164
"133",1,0.000418497456400188,0.999245696431109,0.000335806112490499,2,2,2,-122.0267655955,36.9528559796
"134",1,0.00103656047161041,0.99871393267354,0.000249506854850086,2,2,2,-119.8854460732,34.4206288207
"135",1,0.000327739650048429,0.999328101712843,0.000344158637108437,2,2,2,-122.1682690683,36.9927544538
"136",1,0.00119222913862397,0.998605421084442,0.000202349776934276,2,2,2,-117.1444854736,32.7183036804
"137",1,0.000947742040973381,0.99885552568585,0.000196732273176332,2,2,2,-118.3647438884,33.8729317891
"138",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.2123263615,37.948661903
"139",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.2748841997,37.8787016217
"140",1,0.0353467754675477,0.964632088928368,2.11356040841226e-05,2,2,2,-110.9227781027,32.2093184591
"141",1,0.0816686988430199,0.918170164152753,0.000161137004227118,2,2,2,-110.9702609523,32.3458153724
"142",1,0.00158909267420324,0.996387064762203,0.00202384256359399,2,2,2,-98.1792035822,30.1571129915
"143",1,0.00159949094543819,0.99821395320778,0.000186555846781575,2,2,2,-118.2099961863,34.12560381
"144",1,0.051439595052374,0.94855997773893,4.27208696315844e-07,2,2,2,-110.9260616733,32.210561482
"145",1,0.000564721952021186,0.997642482154042,0.00179279589393659,2,2,2,-120.581025,35.1045305
"146",1,0.000267243983228701,0.999322918545442,0.000409837471329366,2,2,2,-122.4964754962,37.7704800411
"147",1,0.000753617547181816,0.999034421612347,0.000211960840470932,2,2,2,-118.0256407523,33.8160190126
"148",1,0.00161579363012803,0.998188013784791,0.000196192585080839,2,2,2,-118.44111667,34.0662695
"149",1,0.00340675602997376,0.996403900449324,0.000189343520702295,2,2,2,-116.9131388889,32.8566222222
"150",1,0.000418497456400188,0.999245696431109,0.000335806112490499,2,2,2,-122.0604847,36.9555566
"151",1,0.000901656579303369,0.998831946266673,0.000266397154023977,2,2,2,-120.8416973282,35.3207440314
"152",1,0.00027779411985678,0.999338372532389,0.000383833347754187,2,2,2,-122.0577722222,37.3609888889
"153",1,0.0013137089626762,0.997386159174797,0.00130013186252707,2,2,2,-118.2094074463,34.1248263213
"154",1,0.00310655364778533,0.996859108453335,3.43378988800115e-05,2,2,2,-119.2240657919,34.4423348074
"155",1,0.000188676745719994,0.996916552132469,0.00289477112181081,2,2,2,-122.04946117,37.55863833
"156",1,0.00119222913862397,0.998605421084442,0.000202349776934276,2,2,2,-117.0574160911,32.7610379733
"157",1,0.00515825351303571,0.994816303312334,2.54431746307287e-05,2,2,2,-112.0701528713,33.4228850905
"158",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.3085631681,37.9148248597
"159",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.30474,37.8946
"160",1,0.00161579363012803,0.998188013784791,0.000196192585080839,2,2,2,-118.44111667,34.0662695
"161",1,0.00142678878512117,0.998364039058019,0.000209172156859783,2,2,2,-118.344536,33.78435644
"162",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.2974666667,37.8553366667
"163",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.2974283333,37.8553166667
"164",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.2981383333,37.8561666667
"165",1,0.000319941260018022,0.999348962527363,0.000331096212618831,2,2,2,-88.431072,30.3713482
"166",1,0.000965603780891011,0.997532757839291,0.00150163837981798,2,2,2,-117.7045403419,33.5383141211
"167",1,0.000965603780891011,0.997532757839291,0.00150163837981798,2,2,2,-117.7109460847,33.5311374553
"168",1,0.000311893899401893,0.999304790121324,0.000383315979274623,2,2,2,-121.9545802586,37.4053923154
"169",1,0.000255808571380709,0.997076557107043,0.00266763432157626,2,2,2,-121.9548162953,37.4051366284
"170",1,0.000753617547181816,0.999034421612347,0.000211960840470932,2,2,2,-118.1089616667,33.7451941667
"171",1,0.00109857407922257,0.998632123717931,0.000269302202846884,2,2,2,-121.0910715087,35.5541309197
"172",1,0.00109857407922257,0.998632123717931,0.000269302202846884,2,2,2,-121.1141095446,35.5974941545
"173",1,0.00159949094543819,0.99821395320778,0.000186555846781575,2,2,2,-118.2853411568,34.0176437251
"174",1,0.00209663510385451,0.996611704686621,0.00129166020952465,2,2,2,-117.7423232049,33.8627049168
"175",1,0.00209663510385451,0.996611704686621,0.00129166020952465,2,2,2,-117.7423520386,33.8625325839
"176",1,0.00310370139409471,0.996869741359741,2.65572461641597e-05,2,2,2,-117.7422588319,33.8631255856
"177",1,0.000564721952021186,0.997642482154042,0.00179279589393659,2,2,2,-120.6325455755,35.1294005289
"178",1,0.000564721952021186,0.997642482154042,0.00179279589393659,2,2,2,-120.6325455755,35.1294005289
"179",1,0.000717195724951136,0.997857423417399,0.00142538085765025,2,2,2,-118.2434073877,33.8155259549
"180",1,0.0012379752768116,0.998730670022805,3.1354700383669e-05,2,2,2,-117.2881901424,33.0897388283
"181",1,0.00161579363012803,0.998188013784791,0.000196192585080839,2,2,2,-118.3548277778,34.0641222222
"182",1,0.000797108084005139,0.99784935154677,0.00135354036922459,2,2,2,-118.1844444444,33.9475
"183",1,0.0013270263395319,0.997305756813696,0.00136721684677207,2,2,2,-118.357717148,34.0642925215
"184",1,0.0241362584285898,0.974824642081989,0.00103909948942076,2,2,2,-110.9121770258,32.2081724899
"185",1,0.000359843913038789,0.997265211948347,0.00237494413861399,2,2,2,-121.9305111111,36.6261416667
"186",1,0.00064711473448138,0.999121582302283,0.000231302963235847,2,2,2,-81.7136937271,30.2668306672
"187",1,0.00055630374083512,0.99938626612623,5.74301329351549e-05,2,2,2,-122.0853544289,37.6730873353
"188",1,0.00165457461201824,0.99831466763298,3.07577550012725e-05,2,2,2,-117.0970028419,32.4232762185
"189",1,0.000508454674696518,0.997856448784283,0.00163509654102023,2,2,2,-81.638,30.25961333
"190",1,0.00061878132663613,0.997904482237994,0.00147673643537006,2,2,2,-118.1320333333,33.7579533333
"191",1,0.000255808571380709,0.997076557107043,0.00266763432157626,2,2,2,-121.8395232217,37.3931839567
"192",1,0.000311893899401893,0.999304790121324,0.000383315979274623,2,2,2,-121.8394929076,37.393149861
"193",1,0.00159949094543819,0.99821395320778,0.000186555846781575,2,2,2,-118.2436849,34.0522342
"194",1,0.000359843913038789,0.997265211948347,0.00237494413861399,2,2,2,-121.9312225655,36.6295551297
"195",1,0.000359843913038789,0.997265211948347,0.00237494413861399,2,2,2,-121.9312225655,36.6295551297
"196",1,0.000270195738564758,0.997454986413474,0.00227481784796118,2,2,2,-87.6906714419,30.2734076393
"197",1,0.000403166012341726,0.999298878113422,0.000297955874236748,2,2,2,-86.0103305556,30.2786472222
"198",1,0.0013137089626762,0.997386159174797,0.00130013186252707,2,2,2,-118.322395,34.0238445
"199",1,0.000418497456400188,0.999245696431109,0.000335806112490499,2,2,2,-122.0341686203,36.9712014586
"200",1,0.00159949094543819,0.99821395320778,0.000186555846781575,2,2,2,-118.2861139873,34.0170797279
"201",1,0.00197117680352998,0.997991712896658,3.71102998123497e-05,2,2,2,-120.6624941155,35.3050045487
"202",1,0.000687972844247137,0.999054628476184,0.000257398679568544,2,2,2,-120.6325745324,35.1296154549
"203",1,0.00200558569325024,0.997963310324242,3.11039825079042e-05,2,2,2,-16.926533771,32.6422891755
"204",1,0.992173217755221,0.00370056196283443,0.00412622028194479,1,1,1,-111.9426614419,33.4604629889
"205",1,0.998919456490784,0.00055142747814984,0.000529116031065838,1,1,1,-110.9695803,32.2814093
"206",1,0.0612312228483671,0.900504112357109,0.0382646647945235,3,1,2,22.9928449105,40.6198494044
"207",1,0.342307088208007,0.179440163583122,0.478252748208871,3,1,3,7.1872321893,45.1121505116
"208",1,0.989585001521384,0.00510706983481366,0.00530792864380184,1,1,1,-116.3815813599,33.7296775096
"209",1,0.9887889899153,0.010902884636067,0.000308125448632946,1,1,1,-117.2707666667,33.0321055
"210",1,0.992173217755221,0.00370056196283443,0.00412622028194479,1,1,1,-111.9437936775,33.4626899612
"211",1,0.998028667651825,0.000226963794644496,0.00174436855353084,1,1,1,-110.9824919701,32.4432008796
"212",1,0.999607234780245,0.000186861845748589,0.000205903374006013,1,1,1,-110.9824866056,32.4431850346
"213",1,0.972382128145836,0.0266260646529645,0.000991807201199881,1,1,1,-81.4268112183,31.0171871185
"214",1,0.92751120823976,0.0281798809077863,0.0443089108524534,1,1,1,-84.1466704,30.1511294
"215",1,0.693330503426296,0.0256261060225175,0.281043390551187,1,1,1,-84.148468709,30.1258848677
"216",1,0.998919456490784,0.00055142747814984,0.000529116031065838,1,1,1,-110.970659246,32.2234290129
"217",1,0.999380687944431,0.000309112126295923,0.000310199929273463,1,1,1,-110.6941955155,32.2173839487
"218",1,0.991797323848124,0.00386909302109871,0.00433358313077754,1,1,1,-112.0709427819,33.4232905644
"219",1,0.925716920157484,0.0286627554088644,0.0456203244336512,1,1,1,-84.1810512324,30.0751720332
"220",1,0.931864986174607,0.0233798440781385,0.0447551697472543,1,1,1,-97.6505828,30.2167167
"221",1,0.961700033501402,0.00436357189610674,0.0339363946024911,1,1,1,-111.945295729,33.4615263709
"222",1,0.999510612950111,0.000479972676367995,9.41437352146501e-06,1,1,1,-111.1681739241,32.2440199432
"223",1,0.996456579888214,0.0030550353231139,0.000488384788672387,1,1,1,-111.9449166667,33.4604916667
"224",1,0.990776529673602,0.00425755154421986,0.00496591878217818,1,1,1,-112.0534727714,33.3139446693
"225",1,0.992173217755221,0.00370056196283443,0.00412622028194479,1,1,1,-111.9493114,33.4597666
"226",2,0.000734458383425599,0.999265541616574,0,2,2,2,-118.2172241211,34.0402793884
"227",2,0.000983913206213027,0.999016086793787,0,2,2,2,-122.282525,37.87199667
"228",2,0.000501747056680286,0.99949825294332,0,2,2,2,-118.38715333,33.95786333
"229",2,0.00104210485162261,0.998957895148377,0,2,2,2,-97.7044687048,30.2897836829
"230",2,0.000632122312967015,0.999367877687033,0,2,2,2,-122.0911945,37.55325
"231",2,0.000523135133615003,0.999476864866385,0,2,2,2,-118.3537593665,33.9026779414
"232",2,0.00126720443757581,0.998732795562424,0,2,2,2,-75.3470540879,40.1297553962
"233",2,0.0199263738593362,0.980073626140664,0,2,2,2,-110.981604,32.341386
"234",2,0.000498317064016148,0.999501682935984,0,2,2,2,-84.0981369019,30.1370754242
"235",2,0.000978884337746472,0.999021115662254,0,2,2,2,-97.70497167,30.28943667
"236",2,0.000512887994691171,0.999487112005309,0,2,2,2,-84.1821488199,30.0766783082
"237",2,0.000797233326999906,0.999202766673,0,2,2,2,-94.6550691544,31.6297114132
"238",2,0.000577606593046619,0.999422393406953,0,2,2,2,-117.1989714449,32.746843393
"239",2,0.000565676519235715,0.999434323480764,0,2,2,2,-117.2287783055,32.7960267506
"240",2,0.00049543042762849,0.999504569572371,0,2,2,2,-81.6278762817,30.2020816803
"241",2,0.000507234126127496,0.999492765873872,0,2,2,2,-90.07145,30.0322805
"242",2,0.00114439595146472,0.998855604048535,0,2,2,2,-121.0901421793,35.5515413097
"243",2,0.00114439595146472,0.998855604048535,0,2,2,2,-121.0900710448,35.5516860554
"244",2,0.000703616278095615,0.999296383721904,0,2,2,2,-122.2558747977,37.807720205
"245",2,0.000717551317093796,0.999282448682906,0,2,2,2,-122.0601805,36.98463833
"246",2,0.000810596602484191,0.999189403397516,0,2,2,2,-118.4412060721,34.0645802844
"247",2,0.000669441609203851,0.999330558390796,0,2,2,2,-117.14372217,32.713975
"248",2,0.000717671296881384,0.999282328703119,0,2,2,2,-121.956683105,37.4070968268
"249",2,0.000505484313020264,0.99949451568698,0,2,2,2,-117.994863,33.819532
"250",2,0.000717671296881384,0.999282328703119,0,2,2,2,-121.9562968692,37.4071308741
"251",2,0.00068908535388313,0.999310914646117,0,2,2,2,-122.263209828,37.7753326
"252",2,0.000683558583950043,0.99931644141605,0,2,2,2,-117.14365283,32.71387167
"253",2,0.00147810265533056,0.998521897344669,0,2,2,2,-118.4433364868,34.2322235107
"254",2,0.000845579975980986,0.999154420024019,0,2,2,2,-117.8525194154,34.1334507801
"255",2,0.000810596602484191,0.999189403397516,0,2,2,2,-118.46962833,34.04463883
"256",2,0.00164019521123652,0.998359804788764,0,2,2,2,-118.5798673753,34.0419358417
"257",2,0.000487277359359685,0.99951272264064,0,2,2,2,-81.7072753906,30.1762218475
"258",2,0.000574514415247497,0.999425485584753,0,2,2,2,-117.0795215294,32.6328093315
"259",2,0.00102583358570018,0.9989741664143,0,2,2,2,-122.3067212204,37.9200152146
"260",2,0.000811663961746033,0.999188336038254,0,2,2,2,-97.41477167,30.12895
"261",2,0.000678092902429236,0.999321907097571,0,2,2,2,-117.2972299515,33.0526318355
"262",2,0.000694249834671616,0.999305750165328,0,2,2,2,-121.7552124413,36.9277226726
"263",2,0.000477943174272622,0.999522056825727,0,2,2,2,-81.4681881666,30.3137932456
"264",2,0.000501747056680286,0.99949825294332,0,2,2,2,-118.423395,33.92511667
"265",2,0.000512329554244433,0.999487670445755,0,2,2,2,-118.42630833,33.92689167
"266",2,0.000574514415247497,0.999425485584753,0,2,2,2,-117.080005167,32.6234333144
"267",2,0.000983913206213027,0.999016086793787,0,2,2,2,-122.3068223521,37.92234133
"268",2,0.000518954732661384,0.999481045267339,0,2,2,2,-85.65145833,30.222395
"269",2,0.000574514415247497,0.999425485584753,0,2,2,2,-117.0800083467,32.6234789744
"270",2,0.000536214319492633,0.999463785680507,0,2,2,2,-88.42330889,30.44177247
"271",2,0.00112077235458729,0.998879227645413,0,2,2,2,-121.0912049819,35.5500864856
"272",2,0.000718712646838905,0.999281287353161,0,2,2,2,-122.47697263,37.8010266
"273",2,0.00263326417936793,0.997366735820632,0,2,2,2,-119.6646241844,34.4202454542
"274",2,0.00577637479080396,0.994223625209196,0,2,2,2,-110.9086777098,32.2482054146
"275",2,0.00114115150046644,0.998858848499534,0,2,2,2,-71.0882577519,42.3031627459
"276",2,0.000512329554244433,0.999487670445755,0,2,2,2,-118.3614471,33.9326578
"277",2,0.000507651798492807,0.999492348201507,0,2,2,2,-118.3267413228,33.9896219414
