"","month","Danaus gilipus","Danaus plexippus","Limenitis archippus","truth","Reported Species","max_species","longitude","latitude"
"1",1,0.000567534223398751,0.999164574281886,0.00026789149471509,2,3,2,-83.8669129,30.5577375
"2",1,0.00163832964966624,0.998361667491268,2.85906620850654e-09,2,2,2,-7.9349416494,37.0118109178
"3",1,0.000970662715561298,0.998835087212886,0.000194250071552419,2,2,2,-118.3243146558,33.9972107421
"4",1,0.00142678878512117,0.998364039058019,0.000209172156859783,2,2,2,-118.3480554355,33.7827663264
"5",1,0.00279823732129847,0.996994104745681,0.00020765793302105,2,2,2,-118.3346240889,34.1717511364
"6",1,0.00116782041417373,0.998825965638961,6.2139468653108e-06,2,2,2,-97.702025,30.29915
"7",1,0.00116782041417373,0.998825965638961,6.2139468653108e-06,2,2,2,-97.70214167,30.299125
"8",1,0.0013270263395319,0.997305756813696,0.00136721684677207,2,2,2,-118.357873414,34.0642466429
"9",1,0.000411706223273992,0.999183579886413,0.00040471389031294,2,2,2,-122.2847527778,37.8432361111
"10",1,0.000411706223273992,0.999183579886413,0.00040471389031294,2,2,2,-122.2847361111,37.8432805556
"11",1,0.000337635375938393,0.996846123847519,0.0028162407765423,2,2,2,-122.2847444444,37.8432666667
"12",1,0.00175460692059447,0.996772775690382,0.00147261738902354,2,2,2,-117.63954167,33.63373667
"13",1,0.00503450280154467,0.994961610832603,3.88636585217226e-06,2,2,2,-116.9135383333,32.85654
"14",1,0.000813828617862025,0.998971480451426,0.000214690930711404,2,2,2,-117.89148,33.6495966667
"15",1,0.00159949094543819,0.99821395320778,0.000186555846781575,2,2,2,-118.2422850675,34.1074670955
"16",1,0.00503450280154467,0.994961610832603,3.88636585217226e-06,2,2,2,-116.9134146352,32.8571712063
"17",1,0.000979049636790313,0.997610983621061,0.00140996674214913,2,2,2,-117.050646124,32.8062387339
"18",1,0.00175460692059447,0.996772775690382,0.00147261738902354,2,2,2,-117.663199602,33.5028270723
"19",1,0.000509214463387767,0.999442631206595,4.81543300168064e-05,2,2,2,-122.0575574,36.9502195
"20",1,0.000535567824255498,0.999112421136782,0.000352011038962699,2,2,2,-121.992425,37.31737833
"21",1,0.00117166941521962,0.997370824283079,0.00145750630170141,2,2,2,-118.41683445,33.76891534
"22",1,0.000778270926273085,0.99785091854579,0.00137081052793683,2,2,2,-118.41127,33.99706667
"23",1,0.00117166941521962,0.997370824283079,0.00145750630170141,2,2,2,-118.4167613928,33.7689393713
"24",1,0.000620521517651716,0.999072894550508,0.000306583931840233,2,2,2,-97.41496333,30.12892217
"25",1,0.000969169684587513,0.998808772472152,0.000222057843260308,2,2,2,-119.1969908496,34.2661852157
"26",1,0.000744091004780133,0.999027841324912,0.000228067670307478,2,2,2,-117.2384990752,32.7409651979
"27",1,0.00054683640345921,0.999202936173666,0.000250227422875078,2,2,2,-84.14009409,30.11072793
"28",1,0.000267243983228701,0.999322918545442,0.000409837471329366,2,2,2,-122.4889249821,37.7364787879
"29",1,0.000418497456400188,0.999245696431109,0.000335806112490499,2,2,2,-122.0563027778,36.9529722222
"30",1,0.000279471535832541,0.999658981324809,6.1547139358116e-05,2,2,2,-122.2096351347,37.810805371
"31",1,0.000585648276426771,0.999407824489343,6.52723422986207e-06,2,2,2,-95.38159,30.03845667
"32",1,0.0816686988430199,0.918170164152753,0.000161137004227118,2,2,2,-110.98127,32.340945
"33",1,0.0019653018710352,0.998006574924433,2.81232045316162e-05,2,2,2,-118.4595472222,34.0534472222
"34",1,0.0019653018710352,0.998006574924433,2.81232045316162e-05,2,2,2,-118.4414527778,34.06595
"35",1,0.00194546360291441,0.99802779469608,2.67417010053573e-05,2,2,2,-118.2025029766,34.0221950712
"36",1,0.00194546360291441,0.99802779469608,2.67417010053573e-05,2,2,2,-118.247505,34.1065945
"37",1,0.00159949094543819,0.99821395320778,0.000186555846781575,2,2,2,-118.24752833,34.10656667
"38",1,0.00173550417069027,0.998234510509228,2.99853200821435e-05,2,2,2,-118.4174116667,33.768905
"39",1,0.00041357107716075,0.999585163900691,1.26502214845901e-06,2,2,2,-122.2558135505,37.8074075393
"40",1,0.000947742040973381,0.99885552568585,0.000196732273176332,2,2,2,-118.408775884,33.9828491021
"41",1,0.00752553174176063,0.992469187596729,5.28066151030101e-06,2,2,2,-99.0819540318,30.0828599097
"42",1,0.000496158292545131,0.999456055133008,4.77865744472326e-05,2,2,2,-121.9993048256,36.9893410849
"43",1,0.0510072713730721,0.948841076533564,0.000151652093363634,2,2,2,-110.7976870185,32.2420613176
"44",1,0.0680563279210228,0.930804290165091,0.00113938191388589,2,2,2,-110.9819,32.339242
"45",1,0.00539393727360826,0.994580739722738,2.53230036537135e-05,2,2,2,-111.9443586096,33.4621258467
"46",1,4.10801059631282e-05,0.999795979544386,0.000162940349651274,2,2,2,-76.55262,38.86743667
"47",1,0.00100020125698047,0.998999055040761,7.43702258863992e-07,2,2,2,-83.9869444444,30.3269444444
"48",1,0.024486800958305,0.144761536626082,0.830751662415613,3,2,3,-90.436745,30.43996667
"49",1,0.000324322877055003,0.999667426892861,8.25023008434522e-06,2,2,2,-79.7318675782,32.8121255819
"50",1,0.00123825645617714,0.99876098520701,7.5833681331558e-07,2,2,2,-120.6331305599,35.1293200701
"51",1,0.00243885822639979,0.997556684183082,4.45759051806419e-06,2,2,2,-16.9062423706,32.6483840942
"52",1,0.000687972844247137,0.999054628476184,0.000257398679568544,2,2,2,-120.6325616667,35.1292583333
"53",1,0.00238988651008194,0.997606083057388,4.03043253044578e-06,2,2,2,-118.416405,34.01202778
"54",1,0.0008734199415704,0.998922003827446,0.000204576230983663,2,2,2,-118.1972910805,33.7624060442
"55",1,0.000947742040973381,0.99885552568585,0.000196732273176332,2,2,2,-118.43686667,33.98293333
"56",1,0.000411706223273992,0.999183579886413,0.00040471389031294,2,2,2,-122.264377349,37.8821713676
"57",1,0.00103120537633766,0.997537110315684,0.00143168430797804,2,2,2,-117.3189270815,33.1712580204
"58",1,0.00144682639777817,0.998548661064223,4.51253799850063e-06,2,2,2,-119.00465278,34.222325
"59",1,0.000279999127651863,0.999660334420524,5.96664518242077e-05,2,2,2,-122.09405981,37.556835759
"60",1,0.000509214463387767,0.999442631206595,4.81543300168064e-05,2,2,2,-122.0266172901,36.9540775399
"61",1,0.000509214463387767,0.999442631206595,4.81543300168064e-05,2,2,2,-122.0266319202,36.9540314278
"62",1,0.662269505020795,0.337549574480543,0.000180920498662052,4,2,1,31.2664048746,30.0134416374
"63",1,0.000744091004780133,0.999027841324912,0.000228067670307478,2,2,2,-117.1873669514,32.6886897907
"64",1,0.000408368359801048,0.999545341378285,4.62902619135787e-05,2,2,2,-87.4297444616,30.3151872754
"65",1,0.00115291300327665,0.998818882338498,2.82046582257347e-05,2,2,2,-118.40550333,33.894755
"66",1,0.00115291300327665,0.998818882338498,2.82046582257347e-05,2,2,2,-118.40553333,33.894725
"67",1,0.000567534223398751,0.999164574281886,0.00026789149471509,2,2,2,-83.8669129,30.5577375
"68",1,0.0816686988430199,0.918170164152753,0.000161137004227118,2,2,2,-110.981924,32.339156
"69",1,0.000311893899401893,0.999304790121324,0.000383315979274623,2,2,2,-121.9541296468,37.4053667414
"70",1,0.000379526839636822,0.999565502446375,5.49707139881014e-05,2,2,2,-121.9543656791,37.4054519668
"71",1,0.00165542350676493,0.998129897331154,0.000214679162080854,2,2,2,-118.9053333333,34.2778361111
"72",1,0.000509214463387767,0.999442631206595,4.81543300168064e-05,2,2,2,-122.02532217,36.97521667
"73",1,0.0039040753586179,0.996072285343146,2.36392982357508e-05,2,2,2,-116.37327,33.70226167
"74",1,0.000418497456400188,0.999245696431109,0.000335806112490499,2,2,2,-122.0569915771,36.9526672363
"75",1,0.000947742040973381,0.99885552568585,0.000196732273176332,2,2,2,-118.35723,33.85736333
"76",1,0.000789164066694262,0.998908506037029,0.000302329896276278,2,2,2,-97.7023,30.2971
"77",1,0.00321097095492542,0.996624055645085,0.000164973399989061,2,2,2,-116.3816061667,33.7297017415
"78",1,0.000539506857401629,0.999413592628572,4.69005140263397e-05,2,2,2,-96.3261146174,30.613704426
"79",1,0.000778270926273085,0.99785091854579,0.00137081052793683,2,2,2,-118.3382644552,33.8659938809
"80",1,0.000278363360365365,0.983640002957222,0.0160816336824131,2,2,2,-122.0282929392,36.9535421199
"81",1,0.00053369733811785,0.999417379788707,4.89228731752061e-05,2,2,2,-121.916622,36.617737
"82",1,0.0039040753586179,0.996072285343146,2.36392982357508e-05,2,2,2,-116.3815962281,33.7297012073
